Name,Completion Status,Platforms,Sources
Gunsmith Simulator: Prologue,2 - Not Played,PC (Windows),Steam
Gunstar Heroes,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Gunstar Heroes,2 - Not Played,PlayStation 3,Standalone
Gunstar Super Heroes,2 - Not Played,Game Boy Advance,RetroAchievements
Guru Logic Champ,2 - Not Played,Game Boy Advance,RetroAchievements
Gurumin: A Monstrous Adventure,2 - Not Played,PlayStation Portable,RetroAchievements
Gurumin: A Monstrous Adventure,2 - Not Played,PC (Windows),Steam
Guts and Glory,2 - Not Played,PC (Windows),Steam
Guzzler,2 - Not Played,Arcade,RetroAchievements
Guzzler,2 - Not Played,SG-1000,RetroAchievements
Gwent: The Witcher Card Game,2 - Not Played,PC (Windows),Steam
Gyakuten Saiban,2 - Not Played,Game Boy Advance,RetroAchievements
Gyakuten Saiban 2,2 - Not Played,Game Boy Advance,RetroAchievements
Gyakuten Saiban 3,2 - Not Played,Game Boy Advance,RetroAchievements
GYLT,2 - Not Played,PC (Windows),Steam
Gyromite,2 - Not Played,NES/Famicom,RetroAchievements
Gyruss,2 - Not Played,NES/Famicom,RetroAchievements
Gyruss,2 - Not Played,Arcade,RetroAchievements
Gyruss,2 - Not Played,ColecoVision,RetroAchievements
H.E.R.O.,2 - Not Played,SG-1000,RetroAchievements
H.E.R.O.,2 - Not Played,Atari 2600,RetroAchievements
Habroxia,2 - Not Played,PlayStation Vita,Standalone
Habroxia 2,2 - Not Played,PlayStation Vita,Standalone
hack_me,2 - Not Played,PC (Windows),Steam
hack_me 2,2 - Not Played,PC (Windows),Steam
Hacking with Benefits,2 - Not Played,PC (Windows),Steam
Hacknet,2 - Not Played,PC (Windows),Steam
Hacky Zack,2 - Not Played,PlayStation Vita,Standalone
Hades,4 - Beaten,PC (Windows),Steam
"Hades' Star",2 - Not Played,PC (Windows),Steam
Haegemonia: Legions of Iron,2 - Not Played,PC (Windows),Steam
Hagane: The Final Conflict,2 - Not Played,SNES/Super Famicom,RetroAchievements
Haimrik,2 - Not Played,PC (Windows),Steam
Hajime no Ippo: The Fighting,2 - Not Played,Game Boy Advance,RetroAchievements
HAKO！ -OPEN ME-,2 - Not Played,PlayStation Vita,Standalone
HAKO！ -OPEN ME-　digest ver.,2 - Not Played,PlayStation Vita,Standalone
Hakuoki: Edo Blossoms,2 - Not Played,PlayStation Vita,Standalone
Hakuoki: Kyoto Winds,2 - Not Played,PlayStation Vita,Standalone
Hakuoki: Stories of the Shinsengumi,2 - Not Played,PlayStation 3,Standalone
Hakuouki: Reimeiroku Nagorigusa,2 - Not Played,PlayStation 3,Standalone
Half-Earth Socialism,2 - Not Played,PC (Windows),Steam
Half-Life,4 - Beaten,PC (Windows),Steam
Half-Life,2 - Not Played,PlayStation 2,RetroAchievements
Half-Life 2,2 - Not Played,PC (Windows),Steam
Half-Life 2: Deathmatch,2 - Not Played,PC (Windows),Steam
Half-Life 2: Episode One,2 - Not Played,PC (Windows),Steam
Half-Life 2: Episode Two,2 - Not Played,PC (Windows),Steam
Half-Life 2: Lost Coast,2 - Not Played,PC (Windows),Steam
Half-Life Deathmatch: Source,2 - Not Played,PC (Windows),Steam
Half-Life: Before,2 - Not Played,PC (Windows),Steam
Half-Life: Blue Shift,2 - Not Played,PC (Windows),Steam
Half-Life: MMod,2 - Not Played,PC (Windows),Steam
Half-Life: Opposing Force,2 - Not Played,PC (Windows),Steam
Half-Life: Restored,2 - Not Played,PC (Windows),Steam
Half-Life: Source,2 - Not Played,PC (Windows),Steam
Half-Minute Hero,3 - Tried,PlayStation Portable,RetroAchievements
Halfway,2 - Not Played,PC (Windows),Steam
Halley Wars,2 - Not Played,Game Gear,RetroAchievements
Halloween,2 - Not Played,Atari 2600,RetroAchievements
Halloween Forever,2 - Not Played,PlayStation Vita,Standalone
Halloween Forever [Physical],2 - Not Played,PlayStation Vita,Standalone
Halloween Night Mahjong,2 - Not Played,PC (Windows),Steam
Halloween Patchwork Trick or Treat,2 - Not Played,PC (Windows),Steam
Halloween Riddles Mysterious Griddlers,6 - No Achievements & Not Interested,PC (Windows),Steam
Halls of Torment,2 - Not Played,PC (Windows),Steam
Halls of Torment Prelude,6 - No Achievements & Not Interested,PC (Windows),Steam
Halo Infinite,2 - Not Played,PC (Windows),Steam
Halo Wars: Definitive Edition,2 - Not Played,PC (Windows),Steam
Halo: Spartan Assault,2 - Not Played,PC (Windows),Steam
Halo: Spartan Strike,2 - Not Played,PC (Windows),Steam
Halo: The Master Chief Collection,2 - Not Played,PC (Windows),Steam
Halt The Heist!,2 - Not Played,PC (Windows),Steam
"Hamilton's Great Adventure",2 - Not Played,PC (Windows),Steam
"Hamilton's Great Adventure",2 - Not Played,PlayStation 3,Standalone
HAM-MASTER,2 - Not Played,PC (Windows),Steam
Hammer Joe,2 - Not Played,WASM-4,RetroAchievements
"Hammerin' Harry",2 - Not Played,Arcade,RetroAchievements
"Hammerin' Harry",2 - Not Played,NES/Famicom,RetroAchievements
"Hammerin' Harry 2 | Daiku no Gen San 2",2 - Not Played,NES/Famicom,RetroAchievements
"Hammerin' Harry: Ghost Building Company",2 - Not Played,Game Boy,RetroAchievements
Hammerting,2 - Not Played,PC (Windows),Steam
Hammerwatch,2 - Not Played,PC (Windows),Steam
Hamster Combat,2 - Not Played,PC (Windows),Steam
Hamster Playground,2 - Not Played,PC (Windows),Steam
HamsterBall,2 - Not Played,PlayStation 3,Standalone
Hamtaro: Ham-Ham Games,2 - Not Played,Game Boy Advance,RetroAchievements
Hamtaro: Ham-Ham Heartbreak,2 - Not Played,Game Boy Advance,RetroAchievements
Hamtaro: Ham-Hams Unite!,2 - Not Played,Game Boy Color,RetroAchievements
Hamtaro: Rainbow Rescue,2 - Not Played,Game Boy Advance,RetroAchievements
Hand of Doom,2 - Not Played,PC (Windows),Steam
Hand of Horzasha,2 - Not Played,PC (Windows),Steam
Handball 16,2 - Not Played,PlayStation 3,Standalone
Handball 16,2 - Not Played,PlayStation Vita,Standalone
Handball 17,2 - Not Played,PlayStation 3,Standalone
Hands of Necromancy,2 - Not Played,PC (Windows),Steam
Handshakes,2 - Not Played,PC (Windows),Steam
Hang On II,2 - Not Played,SG-1000,RetroAchievements
Hang The Kings,2 - Not Played,PC (Windows),Steam
Hangman,5 - Mastered,Arduboy,RetroAchievements
Hangman,5 - Mastered,Atari 2600,RetroAchievements
Hang-On,2 - Not Played,Arcade,RetroAchievements
Hang-On,2 - Not Played,Master System,RetroAchievements
Hang-On Jr.,2 - Not Played,Arcade,RetroAchievements
Hanii in the Sky,2 - Not Played,PC Engine/TurboGrafx-16,RetroAchievements
Hannah Montana The Movie,2 - Not Played,PlayStation 3,Standalone
Hanyo,2 - Not Played,PC (Windows),Steam
Happy Feet,2 - Not Played,Game Boy Advance,RetroAchievements
Happy Feet Two,2 - Not Played,PlayStation 3,Standalone
Happy Game,2 - Not Played,PC (Windows),Steam
Happy Pairs,2 - Not Played,Watara Supervision,RetroAchievements
Happy Race,2 - Not Played,Watara Supervision,RetroAchievements
"Happy's Humble Burger Farm",2 - Not Played,PC (Windows),Steam
Hard Corps: Uprising,2 - Not Played,PlayStation 3,Standalone
"Hard Drivin'",2 - Not Played,Genesis/Mega Drive,RetroAchievements
Hard Hat Mack,2 - Not Played,Apple II,RetroAchievements
Hard Rank,2 - Not Played,PC-8000/8800,RetroAchievements
Hard Reset,2 - Not Played,PC (Windows),Steam
Hard Reset: Redux,2 - Not Played,PC (Windows),Steam
Hard Truck Apocalypse / Ex Machina,2 - Not Played,PC (Windows),Steam
Hard Truck Apocalypse: Arcade / Ex Machina: Arcade,2 - Not Played,PC (Windows),Steam
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,2 - Not Played,PC (Windows),Steam
Hard West,2 - Not Played,PC (Windows),Steam
Hardcore ZBoy,2 - Not Played,PC (Windows),Steam
Hardspace: Shipbreaker,2 - Not Played,PC (Windows),Steam
Hargrave,2 - Not Played,PC (Windows),Steam
Harlem Globetrotters,2 - Not Played,NES/Famicom,RetroAchievements
Harmful Park,2 - Not Played,PlayStation,RetroAchievements
Harmonia,2 - Not Played,PC (Windows),Steam
Harry Potter and the Chamber of Secrets,2 - Not Played,PlayStation 2,RetroAchievements
Harry Potter and the Chamber of Secrets,2 - Not Played,Game Boy Advance,RetroAchievements
Harry Potter and the Chamber of Secrets,2 - Not Played,Game Boy Color,RetroAchievements
Harry Potter and the Chamber of Secrets,2 - Not Played,PlayStation,RetroAchievements
Harry Potter and the Chamber of Secrets [Subset - Bonus],2 - Not Played,PlayStation 2,RetroAchievements
Harry Potter and the Deathly Hallows - Part 1,2 - Not Played,PlayStation 3,Standalone
Harry Potter and the Deathly Hallows - Part 2,2 - Not Played,PlayStation 3,Standalone
Harry Potter and the Goblet of Fire,2 - Not Played,Game Boy Advance,RetroAchievements
Harry Potter and the Half-Blood Prince,2 - Not Played,PlayStation 3,Standalone
Harry Potter and the Half-Blood Prince,2 - Not Played,PlayStation 2,RetroAchievements
Harry Potter and the Prisoner of Azkaban,2 - Not Played,Game Boy Advance,RetroAchievements
Harry Potter and the Prisoner of Azkaban,2 - Not Played,PlayStation 2,RetroAchievements
"Harry Potter and the Sorcerer's Stone | Philosopher's Stone",2 - Not Played,Game Boy Color,RetroAchievements
"Harry Potter and the Sorcerer's Stone | Philosopher's Stone",2 - Not Played,PlayStation,RetroAchievements
"Harry Potter and the Sorcerer's Stone | Philosopher's Stone",2 - Not Played,PlayStation 2,RetroAchievements
"Harry Potter and the Sorcerer's Stone | Philosopher's Stone",2 - Not Played,Game Boy Advance,RetroAchievements
Harry Potter: Quidditch World Cup,2 - Not Played,PlayStation 2,RetroAchievements
"Harukanaru Augusta: Masters '98",2 - Not Played,Nintendo 64,RetroAchievements
Harvest Moon,2 - Not Played,SNES/Super Famicom,RetroAchievements
Harvest Moon 2 GBC,2 - Not Played,Game Boy Color,RetroAchievements
Harvest Moon 3 GBC,2 - Not Played,Game Boy Color,RetroAchievements
Harvest Moon 64,2 - Not Played,Nintendo 64,RetroAchievements
Harvest Moon DS,2 - Not Played,Nintendo DS,RetroAchievements
Harvest Moon DS: Cute,2 - Not Played,Nintendo DS,RetroAchievements
Harvest Moon DS: Island of Happiness,2 - Not Played,Nintendo DS,RetroAchievements
Harvest Moon DS: Sunshine Islands,2 - Not Played,Nintendo DS,RetroAchievements
Harvest Moon GBC,2 - Not Played,Game Boy Color,RetroAchievements
Harvest Moon: A Wonderful Life,2 - Not Played,GameCube,RetroAchievements
Harvest Moon: A Wonderful Life - Special Edition,2 - Not Played,PlayStation 2,RetroAchievements
Harvest Moon: Back to Nature,2 - Not Played,PlayStation,RetroAchievements
Harvest Moon: Friends of Mineral Town,2 - Not Played,Game Boy Advance,RetroAchievements
Harvest Moon: Hero of Leaf Valley,2 - Not Played,PlayStation Portable,RetroAchievements
Harvest Moon: Magical Melody,2 - Not Played,GameCube,RetroAchievements
Harvey Birdman: Attorney at Law,2 - Not Played,PlayStation 2,RetroAchievements
Hasbro Family Game Night,2 - Not Played,PlayStation 3,Standalone
Hasbro Family Game Night 3,2 - Not Played,PlayStation 3,Standalone
"Hasbro's BATTLESHIP",2 - Not Played,PC (Windows),Steam
Hash Blocks,2 - Not Played,Watara Supervision,RetroAchievements
Hataraku Chocobo | Working Chocobo,2 - Not Played,WonderSwan,RetroAchievements
Hate Plus,2 - Not Played,PC (Windows),Steam
Hatoful Boyfriend,2 - Not Played,PC (Windows),Steam
Hatoful Boyfriend,2 - Not Played,PlayStation Vita,Standalone
Hatoful Boyfriend - Holiday Star,2 - Not Played,PlayStation Vita,Standalone
Hatoful Boyfriend: Holiday Star,2 - Not Played,PC (Windows),Steam
Hatred,2 - Not Played,PC (Windows),Steam
Hatris,2 - Not Played,Game Boy,RetroAchievements
Hatris,2 - Not Played,NES/Famicom,RetroAchievements
Hatsune Miku: Project DIVA,2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project Diva - Dreamy Theater Extend,2 - Not Played,PlayStation 3,Standalone
Hatsune Miku: Project DIVA [Subset - Full Combo Songs],2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project DIVA 2nd,2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project DIVA 2nd [Subset - Full Combo Songs],2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project DIVA Extend,2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project DIVA Extend [Subset - Full Combo Songs],2 - Not Played,PlayStation Portable,RetroAchievements
Hatsune Miku: Project DIVA f,2 - Not Played,PlayStation Vita,Standalone
Hatsune Miku: Project DIVA F,2 - Not Played,PlayStation 3,Standalone
Hatsune Miku: Project DIVA F 2nd,2 - Not Played,PlayStation Vita,Standalone
Hatsune Miku: Project DIVA F 2nd,2 - Not Played,PlayStation 3,Standalone
Hatsune Miku: Project DIVA X,2 - Not Played,PlayStation Vita,Standalone
Hattrick,2 - Not Played,Uzebox,RetroAchievements
Hauma - A Detective Noir Story,2 - Not Played,PC (Windows),Steam
Haunted Castle,2 - Not Played,Arcade,RetroAchievements
Haunted House,2 - Not Played,Atari 2600,RetroAchievements
Haunting Ground,2 - Not Played,PlayStation 2,RetroAchievements
Haunting Starring Polterguy,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Haven Park,2 - Not Played,PC (Windows),Steam
Havsala: Into the Soul Palace,2 - Not Played,PC (Windows),Steam
He Fucked The Girl Out of Me,2 - Not Played,PC (Windows),Steam
He Needs His Medicine,2 - Not Played,PC (Windows),Steam
Headbangers in Holiday Hell,2 - Not Played,PC (Windows),Steam
Headhunter,2 - Not Played,Dreamcast,RetroAchievements
Head-On Soccer | Fever Pitch Soccer,2 - Not Played,Atari Jaguar,RetroAchievements
Heads Will Roll,2 - Not Played,PC (Windows),Steam
Heads Will Roll: Downfall,2 - Not Played,PC (Windows),Steam
Headsnatchers,2 - Not Played,PC (Windows),Steam
Heads-Up: Action Soccer,2 - Not Played,Vectrex,RetroAchievements
Heal,2 - Not Played,PC (Windows),Steam
"Healer's Quest",2 - Not Played,PC (Windows),Steam
Heart Fragment,2 - Not Played,PC (Windows),Steam
Heart of Darkness,2 - Not Played,PlayStation,RetroAchievements
Heart&Slash,2 - Not Played,PC (Windows),Steam
Heartful Simulator Pachi-Slot: To Heart 2,2 - Not Played,PlayStation 3,Standalone
Hearts of Chaos,2 - Not Played,PC (Windows),Steam
Hearts of Iron II: Complete,2 - Not Played,PC (Windows),Steam
Hearts of Iron III,2 - Not Played,PC (Windows),Steam
Hearts of Iron IV,2 - Not Played,PC (Windows),Steam
Heartwood Heroes,2 - Not Played,PC (Windows),Steam
Heat Signature,2 - Not Played,PC (Windows),Steam
Heaven Burns Red,2 - Not Played,PC (Windows),Steam
Heaven Dust,2 - Not Played,PC (Windows),Steam
Heavenly Peaks Cultivation,2 - Not Played,PC (Windows),Steam
"Heaven's Vault",2 - Not Played,PC (Windows),Steam
Heavy Barrel,2 - Not Played,NES/Famicom,RetroAchievements
Heavy Bullets,2 - Not Played,PC (Windows),Steam
HEAVY FIRE AFGHANISTAN,2 - Not Played,PlayStation 3,Standalone
HEAVY FIRE SHATTERED SPEAR,2 - Not Played,PlayStation 3,Standalone
Heavy Fire: Afghanistan,2 - Not Played,PlayStation 3,Standalone
Heavy Rain,2 - Not Played,PlayStation 3,Standalone
"Heavy Shreddin'",2 - Not Played,NES/Famicom,RetroAchievements
Heavy Weapon,2 - Not Played,PlayStation 3,Standalone
Hedon,2 - Not Played,PC (Windows),Steam
Heiankyo Alien,2 - Not Played,Game Boy,RetroAchievements
"Helen's Mysterious Castle",2 - Not Played,PC (Windows),Steam
Helheim Hassle,2 - Not Played,PC (Windows),Steam
Heli Heroes,2 - Not Played,PC (Windows),Steam
Helicopter,2 - Not Played,Elektor TV Games Computer,RetroAchievements
Hell Let Loose,2 - Not Played,PC (Windows),Steam
Hell Madness,2 - Not Played,PC (Windows),Steam
Hell Pie,2 - Not Played,PC (Windows),Steam
Hell Yeah!,2 - Not Played,PlayStation 3,Standalone
"Hellblade: Senua's Sacrifice",2 - Not Played,PC (Windows),Steam
"Hellblade: Senua's Sacrifice VR Edition",2 - Not Played,PC (Windows),Steam
Hellbound,2 - Not Played,PC (Windows),Steam
Hellbound: Survival Mode,2 - Not Played,PC (Windows),Steam
HELLCARD: Prologue,2 - Not Played,PC (Windows),Steam
Helldivers,2 - Not Played,PlayStation 3,Standalone
Helldivers,2 - Not Played,PlayStation Vita,Standalone
Helldivers | 绝地潜兵 训练更有素版 • CN,2 - Not Played,PlayStation Vita,Standalone
Hellfire,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Hello Charlotte,2 - Not Played,PC (Windows),Steam
Hello Goodboy,2 - Not Played,PC (Windows),Steam
Hello Kitty no Magical Museum,2 - Not Played,Game Boy Color,RetroAchievements
Hello Kitty no Ohanabatake,2 - Not Played,NES/Famicom,RetroAchievements
Hello Kitty World,2 - Not Played,NES/Famicom,RetroAchievements
Hello Kitty: Illust Puzzle,2 - Not Played,PlayStation,RetroAchievements
Hello Kitty: Puzzle Party,2 - Not Played,PlayStation Portable,RetroAchievements
Hello Neighbor,2 - Not Played,PC (Windows),Steam
Hellpoint,2 - Not Played,PC (Windows),Steam
"Hell's Kitchen: The Game",2 - Not Played,Nintendo DS,RetroAchievements
Hellslave,2 - Not Played,PC (Windows),Steam
Helltaker,4 - Beaten,PC (Windows),Steam
Help,2 - Not Played,PC (Windows),Steam
Help Will Come Tomorrow,2 - Not Played,PC (Windows),Steam
Helpless,2 - Not Played,PC (Windows),Steam
Hentai Animation Puzzle,5 - Mastered,PC (Windows),Steam
Hentai Detective,5 - Mastered,PC (Windows),Steam
Hentai Killer: Girls & Chess,2 - Not Played,PC (Windows),Steam
Hentai Shooter 2: World Tour,2 - Not Played,PC (Windows),Steam
Hentai Shooter 3D,6 - No Achievements & Not Interested,PC (Windows),Steam
Hentai Shooter 3D: Christmas Party,2 - Not Played,PC (Windows),Steam
Hentai Waifu,5 - Mastered,PC (Windows),Steam
Hentai Waifu II,5 - Mastered,PC (Windows),Steam
Hentaisland: Lost Pantsu,2 - Not Played,PC (Windows),Steam
Heracles no Eikou: Toujin Makyou Den,2 - Not Played,NES/Famicom,RetroAchievements
Heracles no Eikou: Ugokidashita Kamigami,2 - Not Played,Game Boy,RetroAchievements
Herbie: Fully Loaded,4 - Beaten,Game Boy Advance,RetroAchievements
"Herc's Adventures",2 - Not Played,PlayStation,RetroAchievements
Hercules: The Legendary Journeys,2 - Not Played,Nintendo 64,RetroAchievements
Here Comes Niko!,2 - Not Played,PC (Windows),Steam
Heretic: Shadow of the Serpent Riders,2 - Not Played,PC (Windows),Steam
Heretic’s Fork: Probation,2 - Not Played,PC (Windows),Steam
"Heretic's Fork",2 - Not Played,PC (Windows),Steam
Herkules,2 - Not Played,PlayStation,RetroAchievements
Hero,2 - Not Played,PC (Windows),Steam
Hero Emblems II,2 - Not Played,PC (Windows),Steam
Hero Generations,2 - Not Played,PC (Windows),Steam
Hero Hawk,2 - Not Played,Watara Supervision,RetroAchievements
Hero Kid,2 - Not Played,Watara Supervision,RetroAchievements
Hero of Sparta,2 - Not Played,Nintendo DSi,RetroAchievements
Hero of the Kingdom,2 - Not Played,PC (Windows),Steam
Hero of the Kingdom II,2 - Not Played,PC (Windows),Steam
Hero of the Kingdom III,2 - Not Played,PC (Windows),Steam
Hero of the Kingdom: The Lost Tales 1,2 - Not Played,PC (Windows),Steam
Hero of the Kingdom: The Lost Tales 2,2 - Not Played,PC (Windows),Steam
Hero Realms,2 - Not Played,PC (Windows),Steam
Hero Shuugou!! Pinball Party,2 - Not Played,Game Boy,RetroAchievements
Hero Siege,2 - Not Played,PC (Windows),Steam
Hero Zero,2 - Not Played,PC (Windows),Steam
Heroes & Generals,2 - Not Played,PC (Windows),Steam
Heroes of a Broken Land,2 - Not Played,PC (Windows),Steam
Heroes of Annihilated Empires,2 - Not Played,PC (Windows),Steam
Heroes of Hammerwatch,2 - Not Played,PC (Windows),Steam
Heroes of Loot,2 - Not Played,PlayStation Vita,Standalone
Heroes of Might & Magic III: HD Edition,2 - Not Played,PC (Windows),Steam
Heroes of Might and Magic V,2 - Not Played,PC (Windows),Steam
Heroes of Might and Magic V: Hammers of Fate,2 - Not Played,PC (Windows),Steam
Heroes of Might and Magic V: Tribes of the East,2 - Not Played,PC (Windows),Steam
Heroes of Normandie,2 - Not Played,PC (Windows),Steam
Heroes of Xanfurth,2 - Not Played,PC (Windows),Steam
Heroes Over Europe,2 - Not Played,PlayStation 3,Standalone
Heroes Trials,2 - Not Played,PlayStation Vita,Standalone
Heroic City,2 - Not Played,PC (Windows),Steam
HeroQuest,2 - Not Played,Amstrad CPC,RetroAchievements
